1,1.4886e-07
3,1.3397e-06
5,3.7214e-06
7,7.2941e-06
9,1.2058e-05
11,1.8013e-05
13,2.5159e-05
15,3.3496e-05
17,4.3025e-05
19,5.3746e-05
21,6.5659e-05
23,7.8764e-05
25,9.3062e-05
27,0.00010855
29,0.00012524
31,0.00014311
33,0.00016219
35,0.00018245
37,0.00020391
39,0.00022657
41,0.00025042
43,0.00027547
45,0.00030172
47,0.00032916
49,0.0003578
51,0.00038764
53,0.00041868
55,0.00045092
57,0.00048436
59,0.000519
61,0.00055485
63,0.0005919
65,0.00063015
67,0.0006696
69,0.00071027
71,0.00075214
73,0.00079521
75,0.0008395
77,0.00088499
79,0.0009317
81,0.00097962
83,0.0010287
85,0.0010791
87,0.0011307
89,0.0011834
91,0.0012374
93,0.0012926
95,0.0013491
97,0.0014067
99,0.0014656
101,0.0015257
103,0.001587
105,0.0016496
107,0.0017133
109,0.0017783
111,0.0018446
113,0.001912
115,0.0019807
117,0.0020507
119,0.0021218
121,0.0021943
123,0.0022679
125,0.0023428
127,0.0024189
129,0.0024963
131,0.0025749
133,0.0026548
135,0.002736
137,0.0028183
139,0.002902
141,0.0029869
143,0.003073
145,0.0031604
147,0.0032491
149,0.003339
151,0.0034302
153,0.0035227
155,0.0036164
157,0.0037114
159,0.0038077
161,0.0039053
163,0.0040041
165,0.0041042
167,0.0042056
169,0.0043083
171,0.0044123
173,0.0045175
175,0.0046241
177,0.0047319
179,0.0048411
181,0.0049515
183,0.0050633
185,0.0051763
187,0.0052907
189,0.0054064
191,0.0055234
193,0.0056417
195,0.0057613
197,0.0058822
199,0.0060045
201,0.0061281
203,0.006253
205,0.0063793
207,0.0065068
209,0.0066358
211,0.006766
213,0.0068976
215,0.0070306
217,0.0071649
219,0.0073006
221,0.0074376
223,0.007576
225,0.0077157
227,0.0078568
229,0.0079993
231,0.0081431
233,0.0082883
235,0.0084349
237,0.0085829
239,0.0087323
241,0.0088831
243,0.0090352
245,0.0091888
247,0.0093437
249,0.0095001
251,0.0096578
253,0.009817
255,0.0099776
257,0.01014
259,0.010303
261,0.010468
263,0.010634
265,0.010802
267,0.010971
269,0.011142
271,0.011314
273,0.011487
275,0.011662
277,0.011838
279,0.012016
281,0.012196
283,0.012376
285,0.012559
287,0.012742
289,0.012928
291,0.013114
293,0.013303
295,0.013492
297,0.013684
299,0.013876
301,0.01407
303,0.014266
305,0.014463
307,0.014662
309,0.014863
311,0.015064
313,0.015268
315,0.015473
317,0.015679
319,0.015887
321,0.016097
323,0.016308
325,0.016521
327,0.016735
329,0.016951
331,0.017168
333,0.017387
335,0.017608
337,0.01783
339,0.018054
341,0.01828
343,0.018507
345,0.018735
