0,1.7358e-14
21.533,6.3682e-09
43.066,1.0189e-07
64.6,5.1583e-07
86.133,1.6303e-06
107.67,3.9804e-06
129.2,8.254e-06
150.73,1.5292e-05
172.27,2.6089e-05
193.8,4.1792e-05
215.33,6.3701e-05
236.87,9.327e-05
258.4,0.00013211
279.93,0.00018197
301.46,0.00024478
323,0.0003226
344.53,0.00041765
366.06,0.00053231
387.6,0.00066911
409.13,0.00083073
430.66,0.00102
452.2,0.0012399
473.73,0.0014937
495.26,0.0017845
516.8,0.0021159
538.33,0.0024914
559.86,0.0029149
581.4,0.0033901
602.93,0.0039213
624.46,0.0045126
646,0.0051684
667.53,0.0058931
689.06,0.0066916
710.6,0.0075685
732.13,0.0085289
753.66,0.0095778
775.2,0.010721
796.73,0.011963
818.26,0.013309
839.79,0.014767
861.33,0.01634
882.86,0.018036
904.39,0.019861
925.93,0.021819
947.46,0.023919
968.99,0.026167
990.53,0.028568
1012.1,0.03113
1033.6,0.03386
1055.1,0.036765
1076.7,0.039851
1098.2,0.043127
1119.7,0.046598
1141.3,0.050273
1162.8,0.05416
1184.3,0.058265
1205.9,0.062596
1227.4,0.067161
1248.9,0.071968
1270.5,0.077025
1292,0.082339
1313.5,0.087919
1335.1,0.093772
1356.6,0.099907
1378.1,0.10633
1399.7,0.11305
1421.2,0.12008
1442.7,0.12742
1464.3,0.13509
1485.8,0.14308
1507.3,0.15141
1528.9,0.16009
1550.4,0.16912
1571.9,0.17851
1593.5,0.18828
1615,0.19841
1636.5,0.20894
1658.1,0.21985
1679.6,0.23117
1701.1,0.24289
1722.7,0.25503
1744.2,0.26759
1765.7,0.28057
1787.3,0.29399
1808.8,0.30785
1830.3,0.32216
1851.9,0.33692
1873.4,0.35214
1894.9,0.36782
1916.5,0.38397
1938,0.4006
1959.5,0.41771
1981.1,0.4353
2002.6,0.45338
2024.1,0.47195
2045.7,0.49101
2067.2,0.51058
2088.7,0.53064
2110.3,0.55121
2131.8,0.57229
2153.3,0.59387
2174.9,0.61597
2196.4,0.63857
2217.9,0.66169
2239.5,0.68532
2261,0.70946
2282.5,0.73412
2304.1,0.75928
2325.6,0.78495
2347.1,0.81114
2368.7,0.83783
2390.2,0.86502
2411.7,0.89271
2433.3,0.9209
2454.8,0.94959
2476.3,0.97877
2497.9,1.0084
2519.4,1.0386
2540.9,1.0692
2562.5,1.1003
2584,1.1318
2605.5,1.1639
2627.1,1.1963
2648.6,1.2292
2670.1,1.2626
2691.7,1.2964
2713.2,1.3306
2734.7,1.3652
2756.2,1.4002
2777.8,1.4356
2799.3,1.4714
2820.8,1.5076
2842.4,1.5442
2863.9,1.5811
2885.4,1.6184
2907,1.656
2928.5,1.6939
2950,1.7322
2971.6,1.7707
2993.1,1.8096
3014.6,1.8487
3036.2,1.8881
3057.7,1.9278
3079.2,1.9677
3100.8,2.0079
3122.3,2.0483
3143.8,2.0889
3165.4,2.1297
3186.9,2.1707
3208.4,2.2119
3230,2.2532
3251.5,2.2947
3273,2.3364
3294.6,2.3782
3316.1,2.4201
3337.6,2.4621
3359.2,2.5042
3380.7,2.5464
3402.2,2.5887
3423.8,2.631
3445.3,2.6734
3466.8,2.7158
3488.4,2.7583
3509.9,2.8007
3531.4,2.8432
3553,2.8857
3574.5,2.9281
3596,2.9706
3617.6,3.013
3639.1,3.0553
3660.6,3.0976
3682.2,3.1399
3703.7,3.182
3725.2,3.2241
3746.8,3.2661
3768.3,3.308
3789.8,3.3498
3811.4,3.3914
3832.9,3.433
3854.4,3.4744
3876,3.5156
3897.5,3.5567
3919,3.5976
3940.6,3.6384
3962.1,3.679
3983.6,3.7194
4005.2,3.7597
4026.7,3.7997
4048.2,3.8395
4069.8,3.8792
4091.3,3.9186
4112.8,3.9578
4134.4,3.9967
4155.9,4.0355
4177.4,4.074
4199,4.1123
4220.5,4.1503
4242,4.1881
4263.6,4.2256
4285.1,4.2629
4306.6,4.2999
4328.2,4.3367
4349.7,4.3732
4371.2,4.4094
4392.8,4.4453
4414.3,4.481
4435.8,4.5164
4457.4,4.5515
4478.9,4.5863
4500.4,4.6209
4522,4.6551
4543.5,4.6891
4565,4.7228
4586.6,4.7562
4608.1,4.7893
4629.6,4.822
4651.2,4.8545
4672.7,4.8867
4694.2,4.9186
4715.8,4.9502
4737.3,4.9815
4758.8,5.0126
4780.4,5.0433
4801.9,5.0737
4823.4,5.1038
4845,5.1336
4866.5,5.1631
4888,5.1923
4909.6,5.2212
4931.1,5.2498
4952.6,5.2781
4974.2,5.3061
4995.7,5.3338
5017.2,5.3612
5038.8,5.3883
5060.3,5.4152
5081.8,5.4417
5103.4,5.4679
5124.9,5.4939
5146.4,5.5195
5168,5.5449
5189.5,5.57
5211,5.5948
5232.6,5.6193
5254.1,5.6436
5275.6,5.6675
5297.2,5.6912
5318.7,5.7146
5340.2,5.7377
5361.8,5.7606
5383.3,5.7832
5404.8,5.8055
5426.4,5.8275
5447.9,5.8493
5469.4,5.8708
5491,5.8921
5512.5,5.9131
5534,5.9338
5555.6,5.9543
5577.1,5.9745
5598.6,5.9945
5620.2,6.0142
5641.7,6.0337
5663.2,6.053
5684.8,6.072
5706.3,6.0908
5727.8,6.1093
5749.4,6.1276
5770.9,6.1456
5792.4,6.1635
5814,6.1811
5835.5,6.1985
5857,6.2156
5878.6,6.2325
5900.1,6.2493
5921.6,6.2658
5943.2,6.282
5964.7,6.2981
5986.2,6.314
6007.8,6.3296
6029.3,6.3451
6050.8,6.3603
6072.4,6.3754
6093.9,6.3903
6115.4,6.4049
6137,6.4194
6158.5,6.4336
6180,6.4477
6201.6,6.4616
6223.1,6.4753
6244.6,6.4889
6266.2,6.5022
6287.7,6.5154
6309.2,6.5284
6330.8,6.5412
6352.3,6.5539
6373.8,6.5664
6395.4,6.5787
6416.9,6.5908
6438.4,6.6028
6460,6.6146
6481.5,6.6263
6503,6.6378
6524.6,6.6492
6546.1,6.6604
6567.6,6.6714
6589.2,6.6823
6610.7,6.6931
6632.2,6.7037
6653.8,6.7142
6675.3,6.7245
6696.8,6.7347
6718.4,6.7447
6739.9,6.7546
6761.4,6.7644
6783,6.774
6804.5,6.7836
6826,6.7929
6847.6,6.8022
6869.1,6.8113
6890.6,6.8203
6912.2,6.8292
6933.7,6.838
6955.2,6.8466
6976.8,6.8552
6998.3,6.8636
7019.8,6.8719
7041.4,6.88
7062.9,6.8881
7084.4,6.8961
7106,6.9039
7127.5,6.9117
7149,6.9193
7170.6,6.9269
7192.1,6.9343
7213.6,6.9417
7235.2,6.9489
7256.7,6.956
7278.2,6.9631
7299.8,6.97
7321.3,6.9769
7342.8,6.9836
7364.4,6.9903
7385.9,6.9969
7407.4,7.0034
7429,7.0098
7450.5,7.0161
7472,7.0223
7493.6,7.0285
7515.1,7.0345
7536.6,7.0405
7558.2,7.0464
7579.7,7.0522
7601.2,7.058
7622.8,7.0636
7644.3,7.0692
7665.8,7.0747
7687.4,7.0802
7708.9,7.0855
7730.4,7.0908
7752,7.0961
7773.5,7.1012
7795,7.1063
7816.6,7.1113
7838.1,7.1163
7859.6,7.1211
7881.2,7.126
7902.7,7.1307
7924.2,7.1354
7945.8,7.14
7967.3,7.1446
7988.8,7.1491
8010.4,7.1535
8031.9,7.1579
8053.4,7.1622
8075,7.1665
8096.5,7.1707
8118,7.1749
8139.6,7.179
8161.1,7.183
8182.6,7.187
8204.2,7.191
8225.7,7.1949
8247.2,7.1987
8268.8,7.2025
8290.3,7.2062
8311.8,7.2099
8333.3,7.2135
8354.9,7.2171
8376.4,7.2207
8397.9,7.2242
8419.5,7.2276
8441,7.231
8462.5,7.2344
8484.1,7.2377
8505.6,7.241
8527.1,7.2442
8548.7,7.2474
8570.2,7.2505
8591.7,7.2537
8613.3,7.2567
8634.8,7.2597
8656.3,7.2627
8677.9,7.2657
8699.4,7.2686
8720.9,7.2715
8742.5,7.2743
8764,7.2771
8785.5,7.2798
