0,-2.5
21.533,-2.5
43.066,-2.5
64.6,-2.5
86.133,-2.5
107.67,-2.5
129.2,-2.5
150.73,-2.5
172.27,-2.5
193.8,-2.5
215.33,-2.5
236.87,-2.5
258.4,-2.5
279.93,-2.4999
301.46,-2.4999
323,-2.4999
344.53,-2.4999
366.06,-2.4998
387.6,-2.4998
409.13,-2.4998
430.66,-2.4997
452.2,-2.4996
473.73,-2.4996
495.26,-2.4995
516.8,-2.4994
538.33,-2.4993
559.86,-2.4991
581.4,-2.499
602.93,-2.4988
624.46,-2.4986
646,-2.4985
667.53,-2.4982
689.06,-2.498
710.6,-2.4977
732.13,-2.4974
753.66,-2.4971
775.2,-2.4968
796.73,-2.4964
818.26,-2.496
839.79,-2.4956
861.33,-2.4951
882.86,-2.4946
904.39,-2.494
925.93,-2.4935
947.46,-2.4928
968.99,-2.4922
990.53,-2.4914
1012.1,-2.4907
1033.6,-2.4898
1055.1,-2.489
1076.7,-2.4881
1098.2,-2.4871
1119.7,-2.486
1141.3,-2.4849
1162.8,-2.4838
1184.3,-2.4825
1205.9,-2.4812
1227.4,-2.4798
1248.9,-2.4784
1270.5,-2.4769
1292,-2.4753
1313.5,-2.4736
1335.1,-2.4718
1356.6,-2.47
1378.1,-2.468
1399.7,-2.466
1421.2,-2.4639
1442.7,-2.4617
1464.3,-2.4593
1485.8,-2.4569
1507.3,-2.4544
1528.9,-2.4518
1550.4,-2.449
1571.9,-2.4462
1593.5,-2.4432
1615,-2.4401
1636.5,-2.4369
1658.1,-2.4336
1679.6,-2.4301
1701.1,-2.4266
1722.7,-2.4229
1744.2,-2.419
1765.7,-2.415
1787.3,-2.4109
1808.8,-2.4067
1830.3,-2.4023
1851.9,-2.3977
1873.4,-2.3931
1894.9,-2.3882
1916.5,-2.3832
1938,-2.3781
1959.5,-2.3728
1981.1,-2.3674
2002.6,-2.3618
2024.1,-2.356
2045.7,-2.3501
2067.2,-2.344
2088.7,-2.3377
2110.3,-2.3313
2131.8,-2.3247
2153.3,-2.318
2174.9,-2.311
2196.4,-2.3039
2217.9,-2.2966
2239.5,-2.2892
2261,-2.2816
2282.5,-2.2738
2304.1,-2.2658
2325.6,-2.2577
2347.1,-2.2493
2368.7,-2.2408
2390.2,-2.2322
2411.7,-2.2233
2433.3,-2.2143
2454.8,-2.2051
2476.3,-2.1957
2497.9,-2.1861
2519.4,-2.1764
2540.9,-2.1665
2562.5,-2.1565
2584,-2.1462
2605.5,-2.1358
2627.1,-2.1252
2648.6,-2.1145
2670.1,-2.1036
2691.7,-2.0925
2713.2,-2.0813
2734.7,-2.0699
2756.2,-2.0584
2777.8,-2.0467
2799.3,-2.0349
2820.8,-2.0229
2842.4,-2.0107
2863.9,-1.9985
2885.4,-1.9861
2907,-1.9735
2928.5,-1.9608
2950,-1.948
2971.6,-1.9351
2993.1,-1.922
3014.6,-1.9088
3036.2,-1.8956
3057.7,-1.8822
3079.2,-1.8686
3100.8,-1.855
3122.3,-1.8413
3143.8,-1.8275
3165.4,-1.8136
3186.9,-1.7996
3208.4,-1.7856
3230,-1.7714
3251.5,-1.7572
3273,-1.7429
3294.6,-1.7285
3316.1,-1.7141
3337.6,-1.6997
3359.2,-1.6851
3380.7,-1.6706
3402.2,-1.6559
3423.8,-1.6413
3445.3,-1.6266
3466.8,-1.6119
3488.4,-1.5971
3509.9,-1.5824
3531.4,-1.5676
3553,-1.5528
3574.5,-1.538
3596,-1.5232
3617.6,-1.5084
3639.1,-1.4936
3660.6,-1.4788
3682.2,-1.4641
3703.7,-1.4493
3725.2,-1.4346
3746.8,-1.4199
3768.3,-1.4052
3789.8,-1.3905
3811.4,-1.3759
3832.9,-1.3614
3854.4,-1.3468
3876,-1.3323
3897.5,-1.3179
3919,-1.3035
3940.6,-1.2892
3962.1,-1.2749
3983.6,-1.2607
4005.2,-1.2466
4026.7,-1.2325
4048.2,-1.2185
4069.8,-1.2046
4091.3,-1.1908
4112.8,-1.177
4134.4,-1.1633
4155.9,-1.1497
4177.4,-1.1362
4199,-1.1228
4220.5,-1.1094
4242,-1.0962
4263.6,-1.083
4285.1,-1.07
4306.6,-1.057
4328.2,-1.0441
4349.7,-1.0314
4371.2,-1.0187
4392.8,-1.0061
4414.3,-0.99368
4435.8,-0.98132
4457.4,-0.96907
4478.9,-0.95693
4500.4,-0.94489
4522,-0.93297
4543.5,-0.92115
4565,-0.90944
4586.6,-0.89785
4608.1,-0.88636
4629.6,-0.87498
4651.2,-0.86372
4672.7,-0.85257
4694.2,-0.84153
4715.8,-0.83061
4737.3,-0.8198
4758.8,-0.8091
4780.4,-0.79851
4801.9,-0.78804
4823.4,-0.77768
4845,-0.76743
4866.5,-0.7573
4888,-0.74728
4909.6,-0.73737
4931.1,-0.72757
4952.6,-0.71789
4974.2,-0.70831
4995.7,-0.69885
5017.2,-0.6895
5038.8,-0.68026
5060.3,-0.67112
5081.8,-0.6621
5103.4,-0.65319
5124.9,-0.64438
5146.4,-0.63568
5168,-0.62708
5189.5,-0.6186
5211,-0.61021
5232.6,-0.60194
5254.1,-0.59376
5275.6,-0.58569
5297.2,-0.57772
5318.7,-0.56985
5340.2,-0.56209
5361.8,-0.55442
5383.3,-0.54685
5404.8,-0.53938
5426.4,-0.532
5447.9,-0.52473
5469.4,-0.51755
5491,-0.51046
5512.5,-0.50346
5534,-0.49656
5555.6,-0.48975
5577.1,-0.48304
5598.6,-0.47641
5620.2,-0.46987
5641.7,-0.46342
5663.2,-0.45705
5684.8,-0.45077
5706.3,-0.44458
5727.8,-0.43847
5749.4,-0.43245
5770.9,-0.4265
5792.4,-0.42064
5814,-0.41486
5835.5,-0.40916
5857,-0.40354
5878.6,-0.39799
5900.1,-0.39252
5921.6,-0.38713
5943.2,-0.38181
5964.7,-0.37657
5986.2,-0.3714
6007.8,-0.3663
6029.3,-0.36127
6050.8,-0.35632
6072.4,-0.35143
6093.9,-0.34661
6115.4,-0.34186
6137,-0.33717
6158.5,-0.33256
6180,-0.328
6201.6,-0.32351
6223.1,-0.31909
6244.6,-0.31472
6266.2,-0.31042
6287.7,-0.30618
6309.2,-0.302
6330.8,-0.29788
6352.3,-0.29381
6373.8,-0.28981
6395.4,-0.28586
6416.9,-0.28197
6438.4,-0.27813
6460,-0.27435
6481.5,-0.27062
6503,-0.26694
6524.6,-0.26332
6546.1,-0.25974
6567.6,-0.25622
6589.2,-0.25275
6610.7,-0.24933
6632.2,-0.24595
6653.8,-0.24263
6675.3,-0.23935
6696.8,-0.23612
6718.4,-0.23293
6739.9,-0.22979
6761.4,-0.2267
6783,-0.22364
6804.5,-0.22063
6826,-0.21767
6847.6,-0.21475
6869.1,-0.21186
6890.6,-0.20902
6912.2,-0.20622
6933.7,-0.20346
6955.2,-0.20074
6976.8,-0.19805
6998.3,-0.19541
7019.8,-0.1928
7041.4,-0.19023
7062.9,-0.18769
7084.4,-0.18519
7106,-0.18273
7127.5,-0.1803
7149,-0.17791
7170.6,-0.17555
7192.1,-0.17322
